詞目id,義項id,詞性,解說
,,,附錄－地名－溪川名
,,,附錄－地名－溪川名
,,,附錄－地名－溪川名
,,,附錄－地名－溪川名
,,,附錄－地名－溪川名
,,,附錄－地名－溪川名
,,,附錄－地名－溪川名
,,,附錄－地名－溪川名
,,,附錄－地名－溪川名
,,,附錄－地名－溪川名
,,,附錄－地名－溪川名
,,,附錄－地名－溪川名
,,,附錄－地名－溪川名
,,,附錄－地名－溪川名
,,,附錄－地名－溪川名
,,,附錄－地名－溪川名
,,,附錄－地名－溪川名
,,,附錄－地名－溪川名
,,,附錄－地名－溪川名
,,,附錄－地名－溪川名
,,,附錄－地名－溪川名
,,,附錄－地名－溪川名
,,,附錄－地名－溪川名
,,,附錄－地名－溪川名
,,,附錄－地名－溪川名
,,,附錄－地名－溪川名
,,,附錄－地名－溪川名
,,,附錄－地名－溪川名
,,,附錄－地名－溪川名
,,,附錄－地名－溪川名
,,,附錄－地名－溪川名
,,,附錄－地名－溪川名
,,,附錄－地名－溪川名
,,,附錄－地名－溪川名
,,,附錄－地名－溪川名
,,,附錄－地名－溪川名
,,,附錄－地名－溪川名
,,,附錄－地名－溪川名
,,,附錄－地名－溪川名
,,,附錄－地名－溪川名
,,,附錄－地名－溪川名
,,,附錄－地名－溪川名
,,,附錄－地名－溪川名
,,,附錄－地名－溪川名
,,,附錄－地名－溪川名
,,,附錄－地名－溪川名
,,,附錄－地名－溪川名
,,,附錄－地名－溪川名
,,,附錄－地名－溪川名
,,,附錄－地名－溪川名
,,,附錄－地名－溪川名
,,,附錄－地名－溪川名
,,,附錄－地名－溪川名
,,,附錄－地名－溪川名
,,,附錄－地名－溪川名
,,,附錄－地名－溪川名
,,,附錄－地名－溪川名
,,,附錄－地名－溪川名
,,,附錄－地名－溪川名
,,,附錄－地名－廟宇名
,,,附錄－地名－廟宇名
,,,附錄－地名－廟宇名
,,,附錄－地名－廟宇名
,,,附錄－地名－廟宇名
,,,附錄－地名－廟宇名
,,,附錄－地名－廟宇名
,,,附錄－地名－廟宇名
,,,附錄－地名－廟宇名
,,,附錄－地名－廟宇名
,,,附錄－地名－廟宇名
,,,附錄－地名－廟宇名
,,,附錄－地名－廟宇名
,,,附錄－地名－廟宇名
,,,附錄－地名－廟宇名
,,,附錄－地名－廟宇名
,,,附錄－地名－廟宇名
,,,附錄－地名－廟宇名
,,,附錄－地名－廟宇名
,,,附錄－地名－廟宇名
,,,附錄－地名－廟宇名
,,,附錄－地名－廟宇名
,,,附錄－地名－廟宇名
,,,附錄－地名－廟宇名
,,,附錄－地名－廟宇名
,,,附錄－地名－廟宇名
,,,附錄－地名－廟宇名
,,,附錄－地名－廟宇名
,,,附錄－地名－廟宇名
,,,附錄－地名－廟宇名
,,,附錄－地名－廟宇名
,,,附錄－地名－廟宇名
,,,附錄－地名－廟宇名
,,,附錄－地名－廟宇名
,,,附錄－地名－廟宇名
,,,附錄－地名－廟宇名
,,,附錄－地名－廟宇名
,,,附錄－地名－廟宇名
,,,附錄－地名－廟宇名
,,,附錄－地名－廟宇名
,,,附錄－地名－廟宇名
,,,附錄－地名－廟宇名
,,,附錄－地名－廟宇名
,,,附錄－地名－廟宇名
,,,附錄－地名－廟宇名
,,,附錄－地名－廟宇名
,,,附錄－地名－廟宇名
,,,附錄－地名－廟宇名
,,,附錄－地名－廟宇名
,,,附錄－地名－廟宇名
,,,附錄－地名－廟宇名
,,,附錄－地名－廟宇名
,,,附錄－地名－廟宇名
,,,附錄－地名－廟宇名
,,,附錄－地名－廟宇名
,,,附錄－地名－廟宇名
,,,附錄－地名－廟宇名
,,,彰化縣二水(附錄－地名－舊地名)
,,,嘉義縣義竹(附錄－地名－舊地名)
,,,新北市八里(附錄－地名－舊地名)
,,,新竹縣芎林(附錄－地名－舊地名)
,,,臺南市七股(附錄－地名－舊地名)
,,,臺北市士林(附錄－地名－舊地名)
,,,雲林縣二崙(附錄－地名－舊地名)
,,,屏東縣九如(附錄－地名－舊地名)
,,,桃園市八德(附錄－地名－舊地名)
,,,苗栗縣三義(附錄－地名－舊地名)
,,,臺南市山上(附錄－地名－舊地名)
,,,新北市山佳(附錄－地名－舊地名)
,,,臺南市新化(附錄－地名－舊地名)
,,,苗栗縣泰安(附錄－地名－舊地名)
,,,彰化縣大村(附錄－地名－舊地名)
,,,屏東縣三地門(附錄－地名－舊地名)
,,,臺中市大里(附錄－地名－舊地名)
,,,苗栗縣竹南(附錄－地名－舊地名)
,,,新北市三峽(附錄－地名－舊地名)
,,,臺北(附錄－地名－舊地名)
,,,桃園市大園(附錄－地名－舊地名)
,,,彰化縣員林(附錄－地名－舊地名)
,,,臺中市神岡(附錄－地名－舊地名)
,,,新北市三重(附錄－地名－舊地名)
,,,彰化縣埔心(附錄－地名－舊地名)
,,,嘉義縣大林(附錄－地名－舊地名)
,,,高雄市鳳山(附錄－地名－舊地名)
,,,桃園市大溪(附錄－地名－舊地名)
,,,桃園市大溪(附錄－地名－舊地名)
,,,高雄市湖內(附錄－地名－舊地名)
,,,新竹縣湖口(附錄－地名－舊地名)
,,,新竹縣五峰(附錄－地名－舊地名)
,,,高雄市大樹(附錄－地名－舊地名)
,,,臺北市大同區(附錄－地名－舊地名)
,,,澎湖縣七美(附錄－地名－舊地名)
,,,臺中市大雅(附錄－地名－舊地名)
,,,臺中市梧棲(附錄－地名－舊地名)
,,,新北市五股(附錄－地名－舊地名)
,,,南投縣魚池(附錄－地名－舊地名)
,,,臺中市后里(附錄－地名－舊地名)
,,,花蓮縣富里(附錄－地名－舊地名)
,,,屏東縣佳冬(附錄－地名－舊地名)
,,,雲林縣元長(附錄－地名－舊地名)
,,,雲林縣虎尾(附錄－地名－舊地名)
,,,嘉義縣六腳(附錄－地名－舊地名)
,,,高雄市六龜(附錄－地名－舊地名)
,,,雲林縣斗六(附錄－地名－舊地名)
,,,南投縣信義(附錄－地名－舊地名)
,,,花蓮縣瑞穗(附錄－地名－舊地名)
,,,新北市汐止(附錄－地名－舊地名)
,,,臺南市鹽水(附錄－地名－舊地名)
,,,新竹縣峨眉(附錄－地名－舊地名)
,,,嘉義縣水上(附錄－地名－舊地名)
,,,南投縣水里(附錄－地名－舊地名)
,,,雲林縣水林(附錄－地名－舊地名)
,,,臺東縣大武(附錄－地名－舊地名)
,,,臺南關仔嶺(附錄－地名－舊地名)
,,,臺中市清水(附錄－地名－舊地名)
,,,臺東縣綠島(附錄－地名－舊地名)
,,,雲林縣斗南(附錄－地名－舊地名)
,,,宜蘭縣冬山(附錄－地名－舊地名)
,,,臺東縣長濱(附錄－地名－舊地名)
,,,臺南市北門(附錄－地名－舊地名)
,,,臺南(附錄－地名－舊地名)
,,,苗栗縣後龍(附錄－地名－舊地名)
,,,苗栗縣西湖(附錄－地名－舊地名)
,,,高雄市路竹(附錄－地名－舊地名)
,,,南投縣集集(附錄－地名－舊地名)
,,,彰化(附錄－地名－舊地名)
,,,宜蘭縣壯圍(附錄－地名－舊地名)
,,,高雄(附錄－地名－舊地名)
,,,臺東縣東河(附錄－地名－舊地名)
,,,嘉義縣布袋(附錄－地名－舊地名)
,,,澎湖縣澎湖(附錄－地名－舊地名)
,,,嘉義縣民雄(附錄－地名－舊地名)
,,,彰化縣田中(附錄－地名－舊地名)
,,,臺南市善化(附錄－地名－舊地名)
,,,臺中市石岡(附錄－地名－舊地名)
,,,桃園市觀音(附錄－地名－舊地名)
,,,花蓮縣吉安(附錄－地名－舊地名)
,,,新北市鶯歌(附錄－地名－舊地名)
,,,桃園市平鎮(附錄－地名－舊地名)
,,,嘉義縣朴子(附錄－地名－舊地名)
,,,新竹(附錄－地名－舊地名)
,,,嘉義縣竹崎(附錄－地名－舊地名)
,,,宜蘭縣羅東(附錄－地名－舊地名)
,,,臺南市西港(附錄－地名－舊地名)
,,,新竹縣新埔(附錄－地名－舊地名)
,,,苗栗縣通霄(附錄－地名－舊地名)
,,,臺中市沙鹿(附錄－地名－舊地名)
,,,新北市牡丹(附錄－地名－舊地名)
,,,屏東縣牡丹(附錄－地名－舊地名)
,,,新竹縣竹北(附錄－地名－舊地名)
,,,桃園市復興(附錄－地名－舊地名)
,,,臺南市(附錄－地名－舊地名)
,,,新北市瑞芳(附錄－地名－舊地名)
,,,屏東縣來義(附錄－地名－舊地名)
,,,臺東(附錄－地名－舊地名)
,,,新北市蘆洲(附錄－地名－舊地名)
,,,新北市坪林(附錄－地名－舊地名)
,,,臺北市大稻埕(附錄－地名－舊地名)
,,,臺南市白河(附錄－地名－舊地名)
,,,臺南市官田(附錄－地名－舊地名)
,,,臺南(附錄－地名－舊地名)
,,,屏東縣林邊(附錄－地名－舊地名)
,,,南投縣竹山(附錄－地名－舊地名)
,,,臺中市東勢(附錄－地名－舊地名)
,,,雲林縣東勢(附錄－地名－舊地名)
,,,新北市板橋(附錄－地名－舊地名)
,,,花蓮縣秀林(附錄－地名－舊地名)
,,,新北市新莊(附錄－地名－舊地名)
,,,臺南市安定(附錄－地名－舊地名)
,,,南投縣鹿谷(附錄－地名－舊地名)
,,,新北市三芝(附錄－地名－舊地名)
,,,高雄市岡山(附錄－地名－舊地名)
,,,新北市金山(附錄－地名－舊地名)
,,,屏東縣里港(附錄－地名－舊地名)
,,,臺東縣關山(附錄－地名－舊地名)
,,,高雄市甲仙(附錄－地名－舊地名)
,,,臺東縣金鋒(附錄－地名－舊地名)
,,,屏東(附錄－地名－舊地名)
,,,臺中市霧峰(附錄－地名－舊地名)
,,,高雄市阿蓮(附錄－地名－舊地名)
,,,臺南市南化(附錄－地名－舊地名)
,,,嘉義縣太保(附錄－地名－舊地名)
,,,高雄市鼓山(附錄－地名－舊地名)
,,,花蓮縣新城(附錄－地名－舊地名)
,,,臺南市後壁(附錄－地名－舊地名)
,,,苗栗縣後龍(附錄－地名－舊地名)
,,,臺南市柳營(附錄－地名－舊地名)
,,,花蓮(附錄－地名－舊地名)
,,,屏東縣麟洛(附錄－地名－舊地名)
,,,高雄市岡山(附錄－地名－舊地名)
,,,新竹縣竹北(附錄－地名－舊地名)
,,,新竹縣新豐(附錄－地名－舊地名)
,,,臺南市歸仁(附錄－地名－舊地名)
,,,臺東縣蘭嶼(附錄－地名－舊地名)
,,,高雄市苓雅寮(附錄－地名－舊地名)
,,,臺南市楠西(附錄－地名－舊地名)
,,,高雄市茄萣(附錄－地名－舊地名)
,,,彰化縣花壇(附錄－地名－舊地名)
,,,屏東縣佳冬(附錄－地名－舊地名)
,,,新北市樹林(附錄－地名－舊地名)
,,,雲林縣褒忠(附錄－地名－舊地名)
,,,臺南市永康(附錄－地名－舊地名)
,,,桃園市內壢(附錄－地名－舊地名)
,,,桃園(附錄－地名－舊地名)
,,,屏東縣車城(附錄－地名－舊地名)
,,,雲林縣臺西(附錄－地名－舊地名)
,,,臺南市下營(附錄－地名－舊地名)
,,,雲林縣北港(附錄－地名－舊地名)
,,,臺中市神岡(附錄－地名－舊地名)
,,,新竹縣寶山(附錄－地名－舊地名)
,,,彰化縣秀水(附錄－地名－舊地名)
,,,臺中市清水(附錄－地名－舊地名)
,,,南投縣草屯(附錄－地名－舊地名)
,,,屏東縣滿州(附錄－地名－舊地名)
,,,花蓮縣光復(附錄－地名－舊地名)
,,,花蓮縣鳳林(附錄－地名－舊地名)
,,,屏東縣高樹(附錄－地名－舊地名)
,,,花蓮縣卓溪(附錄－地名－舊地名)
,,,臺北市石牌(附錄－地名－舊地名)
,,,南投縣國姓(附錄－地名－舊地名)
,,,臺南市將軍(附錄－地名－舊地名)
,,,屏東縣枋山(附錄－地名－舊地名)
,,,雲林縣古坑(附錄－地名－舊地名)
,,,嘉義縣梅山(附錄－地名－舊地名)
,,,臺中市南屯(附錄－地名－舊地名)
,,,雲林縣北港(附錄－地名－舊地名)
,,,嘉義縣鹿草(附錄－地名－舊地名)
,,,彰化縣鹿港(附錄－地名－舊地名)
,,,臺北市松山(附錄－地名－舊地名)
,,,高雄市蔦松(附錄－地名－舊地名)
,,,臺東縣成功(附錄－地名－舊地名)
,,,嘉義縣竹崎鄉鹿滿(附錄－地名－舊地名)
,,,嘉義縣新港(附錄－地名－舊地名)
,,,臺東縣鹿野(附錄－地名－舊地名)
,,,臺北市景美(附錄－地名－舊地名)
,,,高雄市甲仙(附錄－地名－舊地名)
,,,彰化縣和美(附錄－地名－舊地名)
,,,高雄市湖內(附錄－地名－舊地名)
,,,新北市石門(附錄－地名－舊地名)
,,,苗栗縣頭屋(附錄－地名－舊地名)
,,,高雄市燕巢(附錄－地名－舊地名)
,,,南投縣名間(附錄－地名－舊地名)
,,,新北市江子翠(附錄－地名－舊地名)
,,,嘉義縣東石(附錄－地名－舊地名)
,,,臺南市隆田(附錄－地名－舊地名)
,,,彰化縣芳苑(附錄－地名－舊地名)
,,,彰化縣芳苑(附錄－地名－舊地名)
,,,嘉義縣番路(附錄－地名－舊地名)
,,,雲林縣莿桐(附錄－地名－舊地名)
,,,宜蘭(附錄－地名－舊地名)
,,,雲林縣口湖(附錄－地名－舊地名)
,,,臺南市玉井(附錄－地名－舊地名)
,,,臺北市圓山(附錄－地名－舊地名)
,,,臺南市仁德(附錄－地名－舊地名)
,,,澎湖縣馬公(附錄－地名－舊地名)
,,,新北市土城(附錄－地名－舊地名)
,,,雲林縣斗南(附錄－地名－舊地名)
,,,桃園市新屋(附錄－地名－舊地名)
,,,高雄市永安(附錄－地名－舊地名)
,,,屏東縣新埤(附錄－地名－舊地名)
,,,彰化縣伸港(附錄－地名－舊地名)
,,,臺南市新市(附錄－地名－舊地名)
,,,臺東縣成功(附錄－地名－舊地名)
,,,高雄市楠梓(附錄－地名－舊地名)
,,,桃園市楊梅(附錄－地名－舊地名)
,,,屏東縣南州(附錄－地名－舊地名)
,,,屏東縣恆春(附錄－地名－舊地名)
,,,苗栗縣卓蘭(附錄－地名－舊地名)
,,,花蓮縣萬榮(附錄－地名－舊地名)
,,,臺中市豐原(附錄－地名－舊地名)
,,,屏東縣崁頂(附錄－地名－舊地名)
,,,苗栗縣公館(附錄－地名－舊地名)
,,,高雄市旗津(附錄－地名－舊地名)
,,,新北市貢寮(附錄－地名－舊地名)
,,,新北市淡水(附錄－地名－舊地名)
,,,新北市中和(附錄－地名－舊地名)
,,,新北市萬里(附錄－地名－舊地名)
,,,澎湖縣望安(附錄－地名－舊地名)
,,,臺北市萬華(附錄－地名－舊地名)
,,,苗栗縣銅鑼(附錄－地名－舊地名)
,,,臺中市潭子(附錄－地名－舊地名)
,,,桃園市中壢(附錄－地名－舊地名)
,,,嘉義(附錄－地名－舊地名)
,,,宜蘭(附錄－地名－舊地名)
,,,高雄市橋頭(附錄－地名－舊地名)
,,,新竹縣竹東(附錄－地名－舊地名)
,,,新北市林口(附錄－地名－舊地名)
,,,花蓮縣玉里(附錄－地名－舊地名)
,,,屏東縣萬丹(附錄－地名－舊地名)
,,,高雄市旗山(附錄－地名－舊地名)
,,,臺南市佳里(附錄－地名－舊地名)
,,,花蓮縣豐濱(附錄－地名－舊地名)
,,,苗栗(附錄－地名－舊地名)
,,,臺北市松山(附錄－地名－舊地名)
,,,宜蘭縣頭城(附錄－地名－舊地名)
,,,臺中市龍井(附錄－地名－舊地名)
,,,桃園市龜山(附錄－地名－舊地名)
,,,高雄市彌陀(附錄－地名－舊地名)
,,,高雄市美濃(附錄－地名－舊地名)
,,,雲林縣西螺(附錄－地名－舊地名)
,,,臺中市大安(附錄－地名－舊地名)
,,,彰化縣芬園(附錄－地名－舊地名)
